setting,example_id,question_type,level,question,gold_titles,k,dense_full_at_k,rerank_full_at_k,dense_gold_ranks,rerank_gold_ranks,transition
per_question,5a71166d5542994082a3e576,comparison,hard,"Which battle occurred first, the Battle of Manila or the Battle of Guam?",Battle of Guam (1944) | Battle of Manila (1945),5,1,1,"{""Battle of Guam (1944)"":1,""Battle of Manila (1945)"":2}","{""Battle of Guam (1944)"":1,""Battle of Manila (1945)"":2}",stable_hit
per_question,5a7133565542994082a3e65c,bridge,hard,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?","Lake Louisvilla, Louisville | Oldham County, Kentucky",2,0,1,"{""Lake Louisvilla, Louisville"":1,""Oldham County, Kentucky"":3}","{""Lake Louisvilla, Louisville"":1,""Oldham County, Kentucky"":2}",rescue
per_question,5a7133565542994082a3e65c,bridge,hard,"What Kentucky county has a population of 60,316 and features the Lake Louisvilla neighborhood?","Lake Louisvilla, Louisville | Oldham County, Kentucky",5,1,1,"{""Lake Louisvilla, Louisville"":1,""Oldham County, Kentucky"":3}","{""Lake Louisvilla, Louisville"":1,""Oldham County, Kentucky"":2}",stable_hit
per_question,5a713a5a5542994082a3e6a9,bridge,hard,What football club plays in the area between the old tool gates: Brook Bar and Trafford bar?,"Manchester United F.C. in European football | Old Trafford, Greater Manchester",2,0,0,"{""Manchester United F.C. in European football"":5,""Old Trafford, Greater Manchester"":1}","{""Manchester United F.C. in European football"":3,""Old Trafford, Greater Manchester"":1}",stable_miss
per_question,5a713a5a5542994082a3e6a9,bridge,hard,What football club plays in the area between the old tool gates: Brook Bar and Trafford bar?,"Manchester United F.C. in European football | Old Trafford, Greater Manchester",5,1,1,"{""Manchester United F.C. in European football"":5,""Old Trafford, Greater Manchester"":1}","{""Manchester United F.C. in European football"":3,""Old Trafford, Greater Manchester"":1}",stable_hit
per_question,5a713ea95542994082a3e6e4,bridge,hard,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,Alvaro Mexia | Indigenous peoples of Florida,2,1,0,"{""Alvaro Mexia"":1,""Indigenous peoples of Florida"":2}","{""Alvaro Mexia"":1,""Indigenous peoples of Florida"":4}",damage
per_question,5a713ea95542994082a3e6e4,bridge,hard,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,Alvaro Mexia | Indigenous peoples of Florida,5,1,1,"{""Alvaro Mexia"":1,""Indigenous peoples of Florida"":2}","{""Alvaro Mexia"":1,""Indigenous peoples of Florida"":4}",stable_hit
per_question,5a7166395542994082a3e814,bridge,hard,"What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area?",Kansas Song | University of Kansas,2,1,1,"{""Kansas Song"":1,""University of Kansas"":2}","{""Kansas Song"":2,""University of Kansas"":1}",stable_hit
per_question,5a7166395542994082a3e814,bridge,hard,"What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area?",Kansas Song | University of Kansas,5,1,1,"{""Kansas Song"":1,""University of Kansas"":2}","{""Kansas Song"":2,""University of Kansas"":1}",stable_hit
per_question,5a71717d5542994082a3e834,bridge,hard,"What star of ""Attack of the Gryphon"" was also a voice artist in Johnny Bravo?  ",Gryphon (film) | Larry Drake,2,1,0,"{""Gryphon (film)"":2,""Larry Drake"":1}","{""Gryphon (film)"":1,""Larry Drake"":3}",damage
per_question,5a71717d5542994082a3e834,bridge,hard,"What star of ""Attack of the Gryphon"" was also a voice artist in Johnny Bravo?  ",Gryphon (film) | Larry Drake,5,1,1,"{""Gryphon (film)"":2,""Larry Drake"":1}","{""Gryphon (film)"":1,""Larry Drake"":3}",stable_hit
per_question,5a717d4c5542994082a3e854,comparison,hard,"Who has written more than 300 papers, Semyon Aranovich Gershgorin or Pavel Alexandrov?",Pavel Alexandrov | Semyon Aranovich Gershgorin,2,1,1,"{""Pavel Alexandrov"":1,""Semyon Aranovich Gershgorin"":2}","{""Pavel Alexandrov"":1,""Semyon Aranovich Gershgorin"":2}",stable_hit
per_question,5a717d4c5542994082a3e854,comparison,hard,"Who has written more than 300 papers, Semyon Aranovich Gershgorin or Pavel Alexandrov?",Pavel Alexandrov | Semyon Aranovich Gershgorin,5,1,1,"{""Pavel Alexandrov"":1,""Semyon Aranovich Gershgorin"":2}","{""Pavel Alexandrov"":1,""Semyon Aranovich Gershgorin"":2}",stable_hit
per_question,5a722b8655429971e9dc9329,bridge,hard,Who was the writer of These Boots Are Made for Walkin' and who died in 2007?,Lee Hazlewood | These Boots Are Made for Walkin',2,0,0,"{""Lee Hazlewood"":9,""These Boots Are Made for Walkin'"":1}","{""Lee Hazlewood"":9,""These Boots Are Made for Walkin'"":1}",stable_miss
per_question,5a722b8655429971e9dc9329,bridge,hard,Who was the writer of These Boots Are Made for Walkin' and who died in 2007?,Lee Hazlewood | These Boots Are Made for Walkin',5,0,0,"{""Lee Hazlewood"":9,""These Boots Are Made for Walkin'"":1}","{""Lee Hazlewood"":9,""These Boots Are Made for Walkin'"":1}",stable_miss
per_question,5a7252db5542990c210a4104,bridge,hard,What is the name of the oldest child that attended the Trump campaign-Russian meeting?,Donald Trump Jr. | Trump campaign–Russian meeting,2,1,1,"{""Donald Trump Jr."":2,""Trump campaign–Russian meeting"":1}","{""Donald Trump Jr."":1,""Trump campaign–Russian meeting"":2}",stable_hit
per_question,5a7252db5542990c210a4104,bridge,hard,What is the name of the oldest child that attended the Trump campaign-Russian meeting?,Donald Trump Jr. | Trump campaign–Russian meeting,5,1,1,"{""Donald Trump Jr."":2,""Trump campaign–Russian meeting"":1}","{""Donald Trump Jr."":1,""Trump campaign–Russian meeting"":2}",stable_hit
per_question,5a729e7b5542992359bc313d,bridge,hard,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River | Longhunter,2,0,1,"{""Holston River"":8,""Longhunter"":1}","{""Holston River"":2,""Longhunter"":1}",rescue
per_question,5a729e7b5542992359bc313d,bridge,hard,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River | Longhunter,5,0,1,"{""Holston River"":8,""Longhunter"":1}","{""Holston River"":2,""Longhunter"":1}",rescue
per_question,5a72a0be5542992359bc3143,bridge,hard,"This work of literature _______ , known by its Greek title Oedipus Tyrannus was argued by Sigmund Freud to be one of the greatest works of world literature in his 1928 article. ",Dostoevsky and Parricide | Oedipus Rex,2,0,1,"{""Dostoevsky and Parricide"":5,""Oedipus Rex"":1}","{""Dostoevsky and Parricide"":2,""Oedipus Rex"":1}",rescue
per_question,5a72a0be5542992359bc3143,bridge,hard,"This work of literature _______ , known by its Greek title Oedipus Tyrannus was argued by Sigmund Freud to be one of the greatest works of world literature in his 1928 article. ",Dostoevsky and Parricide | Oedipus Rex,5,1,1,"{""Dostoevsky and Parricide"":5,""Oedipus Rex"":1}","{""Dostoevsky and Parricide"":2,""Oedipus Rex"":1}",stable_hit
per_question,5a72c6f65542994cef4bc402,bridge,hard,Wheat salad is composed typically of what red fruit?,Tomato | Wheat salad,2,0,0,"{""Tomato"":7,""Wheat salad"":1}","{""Tomato"":8,""Wheat salad"":1}",stable_miss
per_question,5a72c6f65542994cef4bc402,bridge,hard,Wheat salad is composed typically of what red fruit?,Tomato | Wheat salad,5,0,0,"{""Tomato"":7,""Wheat salad"":1}","{""Tomato"":8,""Wheat salad"":1}",stable_miss
per_question,5a7320565542991f9a20c61d,bridge,hard,who is younger Keith Bostic or Jerry Glanville ?,Jerry Glanville | Keith Bostic (American football),2,0,0,"{""Jerry Glanville"":3,""Keith Bostic (American football)"":1}","{""Jerry Glanville"":3,""Keith Bostic (American football)"":1}",stable_miss
per_question,5a7320565542991f9a20c61d,bridge,hard,who is younger Keith Bostic or Jerry Glanville ?,Jerry Glanville | Keith Bostic (American football),5,1,1,"{""Jerry Glanville"":3,""Keith Bostic (American football)"":1}","{""Jerry Glanville"":3,""Keith Bostic (American football)"":1}",stable_hit
per_question,5a7332935542991f9a20c67d,comparison,hard,"Which board game was published most recently, Pirate's Cove or Catan?",Catan | Pirate's Cove,2,0,1,"{""Catan"":4,""Pirate's Cove"":1}","{""Catan"":2,""Pirate's Cove"":1}",rescue
per_question,5a7332935542991f9a20c67d,comparison,hard,"Which board game was published most recently, Pirate's Cove or Catan?",Catan | Pirate's Cove,5,1,1,"{""Catan"":4,""Pirate's Cove"":1}","{""Catan"":2,""Pirate's Cove"":1}",stable_hit
per_question,5a738225554299623ed4abc3,comparison,hard,"Which musical fantasy film is older, Bedknobs and Broomsticks or The Muppet Christmas Carol?",Bedknobs and Broomsticks | The Muppet Christmas Carol,2,0,1,"{""Bedknobs and Broomsticks"":3,""The Muppet Christmas Carol"":1}","{""Bedknobs and Broomsticks"":1,""The Muppet Christmas Carol"":2}",rescue
per_question,5a738225554299623ed4abc3,comparison,hard,"Which musical fantasy film is older, Bedknobs and Broomsticks or The Muppet Christmas Carol?",Bedknobs and Broomsticks | The Muppet Christmas Carol,5,1,1,"{""Bedknobs and Broomsticks"":3,""The Muppet Christmas Carol"":1}","{""Bedknobs and Broomsticks"":1,""The Muppet Christmas Carol"":2}",stable_hit
per_question,5a738d27554299623ed4abf3,bridge,hard,"Who was born first, Erika Jayne or Marco Da Silva",Erika Jayne | Marco Da Silva (dancer),2,0,1,"{""Erika Jayne"":1,""Marco Da Silva (dancer)"":3}","{""Erika Jayne"":2,""Marco Da Silva (dancer)"":1}",rescue
per_question,5a738d27554299623ed4abf3,bridge,hard,"Who was born first, Erika Jayne or Marco Da Silva",Erika Jayne | Marco Da Silva (dancer),5,1,1,"{""Erika Jayne"":1,""Marco Da Silva (dancer)"":3}","{""Erika Jayne"":2,""Marco Da Silva (dancer)"":1}",stable_hit
per_question,5a738fe855429908901be2fb,bridge,hard,What film was written and directed by Joby Harold with music written by Samuel Sim?,Awake (film) | Samuel Sim,2,0,1,"{""Awake (film)"":8,""Samuel Sim"":1}","{""Awake (film)"":2,""Samuel Sim"":1}",rescue
per_question,5a738fe855429908901be2fb,bridge,hard,What film was written and directed by Joby Harold with music written by Samuel Sim?,Awake (film) | Samuel Sim,5,0,1,"{""Awake (film)"":8,""Samuel Sim"":1}","{""Awake (film)"":2,""Samuel Sim"":1}",rescue
per_question,5a73977d554299623ed4ac08,comparison,hard,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Art Laboe | Scout Tufankjian,2,1,1,"{""Art Laboe"":2,""Scout Tufankjian"":1}","{""Art Laboe"":2,""Scout Tufankjian"":1}",stable_hit
per_question,5a73977d554299623ed4ac08,comparison,hard,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Art Laboe | Scout Tufankjian,5,1,1,"{""Art Laboe"":2,""Scout Tufankjian"":1}","{""Art Laboe"":2,""Scout Tufankjian"":1}",stable_hit
per_question,5a73a7c755429978a71e9068,bridge,hard,What american actress/singer born in 1956 recorded the song Something there for beauty and the beast?,Paige O'Hara | Something There,2,1,0,"{""Paige O'Hara"":2,""Something There"":1}","{""Paige O'Hara"":5,""Something There"":1}",damage
per_question,5a73a7c755429978a71e9068,bridge,hard,What american actress/singer born in 1956 recorded the song Something there for beauty and the beast?,Paige O'Hara | Something There,5,1,1,"{""Paige O'Hara"":2,""Something There"":1}","{""Paige O'Hara"":5,""Something There"":1}",stable_hit
per_question,5a74106b55429979e288289e,bridge,hard,Where is the company that Sachin Warrier worked for as a software engineer headquartered? ,Sachin Warrier | Tata Consultancy Services,2,0,0,"{""Sachin Warrier"":2,""Tata Consultancy Services"":4}","{""Sachin Warrier"":1,""Tata Consultancy Services"":7}",stable_miss
per_question,5a74106b55429979e288289e,bridge,hard,Where is the company that Sachin Warrier worked for as a software engineer headquartered? ,Sachin Warrier | Tata Consultancy Services,5,1,0,"{""Sachin Warrier"":2,""Tata Consultancy Services"":4}","{""Sachin Warrier"":1,""Tata Consultancy Services"":7}",damage
per_question,5a74684655429929fddd8410,bridge,hard,"Which American music star appeared as a guest in a Will & Grace episode called ""Back Up, Dancer""?","Back Up, Dancer | Janet Jackson",2,0,1,"{""Back Up, Dancer"":1,""Janet Jackson"":3}","{""Back Up, Dancer"":1,""Janet Jackson"":2}",rescue
per_question,5a74684655429929fddd8410,bridge,hard,"Which American music star appeared as a guest in a Will & Grace episode called ""Back Up, Dancer""?","Back Up, Dancer | Janet Jackson",5,1,1,"{""Back Up, Dancer"":1,""Janet Jackson"":3}","{""Back Up, Dancer"":1,""Janet Jackson"":2}",stable_hit
per_question,5a74c85055429916b0164218,bridge,hard,"Born on 6 March 1937, this man was also a citizen of the United Kingdom.",Alistair Grant | British people,2,0,0,"{""Alistair Grant"":3,""British people"":1}","{""Alistair Grant"":3,""British people"":10}",stable_miss
per_question,5a74c85055429916b0164218,bridge,hard,"Born on 6 March 1937, this man was also a citizen of the United Kingdom.",Alistair Grant | British people,5,1,0,"{""Alistair Grant"":3,""British people"":1}","{""Alistair Grant"":3,""British people"":10}",damage
per_question,5a74ce9655429974ef308c6c,bridge,hard,"What retailer in ABQ Uptown is headquarted in Poole, Dorset, United Kingdom?",ABQ Uptown | Lush (company),2,0,1,"{""ABQ Uptown"":1,""Lush (company)"":5}","{""ABQ Uptown"":2,""Lush (company)"":1}",rescue
per_question,5a74ce9655429974ef308c6c,bridge,hard,"What retailer in ABQ Uptown is headquarted in Poole, Dorset, United Kingdom?",ABQ Uptown | Lush (company),5,1,1,"{""ABQ Uptown"":1,""Lush (company)"":5}","{""ABQ Uptown"":2,""Lush (company)"":1}",stable_hit
per_question,5a7555215542996c70cfaee1,comparison,hard,"Which came to market first, ""Hey Pa! There's a Goat on the Roof"" or ""Poleconomy""",Hey Pa! There's a Goat on the Roof | Poleconomy,2,0,1,"{""Hey Pa! There's a Goat on the Roof"":1,""Poleconomy"":3}","{""Hey Pa! There's a Goat on the Roof"":1,""Poleconomy"":2}",rescue
per_question,5a7555215542996c70cfaee1,comparison,hard,"Which came to market first, ""Hey Pa! There's a Goat on the Roof"" or ""Poleconomy""",Hey Pa! There's a Goat on the Roof | Poleconomy,5,1,1,"{""Hey Pa! There's a Goat on the Roof"":1,""Poleconomy"":3}","{""Hey Pa! There's a Goat on the Roof"":1,""Poleconomy"":2}",stable_hit
per_question,5a756fa15542996c70cfaefb,bridge,hard,Július Satinský was born in a city that has a current population of what?,Bratislava | Július Satinský,2,0,0,"{""Bratislava"":4,""Július Satinský"":1}","{""Bratislava"":7,""Július Satinský"":1}",stable_miss
per_question,5a756fa15542996c70cfaefb,bridge,hard,Július Satinský was born in a city that has a current population of what?,Bratislava | Július Satinský,5,1,0,"{""Bratislava"":4,""Július Satinský"":1}","{""Bratislava"":7,""Július Satinský"":1}",damage
per_question,5a7571135542992d0ec05f98,bridge,hard,Ralph Hefferline was a psychology professor at a university that is located in what city?,Columbia University | Ralph Hefferline,2,0,0,"{""Columbia University"":3,""Ralph Hefferline"":1}","{""Columbia University"":6,""Ralph Hefferline"":1}",stable_miss
per_question,5a7571135542992d0ec05f98,bridge,hard,Ralph Hefferline was a psychology professor at a university that is located in what city?,Columbia University | Ralph Hefferline,5,1,0,"{""Columbia University"":3,""Ralph Hefferline"":1}","{""Columbia University"":6,""Ralph Hefferline"":1}",damage
per_question,5a7574e25542996c70cfaf01,comparison,hard,Who was born first Mahbub ul Haq or Ibn Arabi?,Ibn Arabi | Mahbub ul Haq,2,0,0,"{""Ibn Arabi"":3,""Mahbub ul Haq"":1}","{""Ibn Arabi"":6,""Mahbub ul Haq"":1}",stable_miss
per_question,5a7574e25542996c70cfaf01,comparison,hard,Who was born first Mahbub ul Haq or Ibn Arabi?,Ibn Arabi | Mahbub ul Haq,5,1,0,"{""Ibn Arabi"":3,""Mahbub ul Haq"":1}","{""Ibn Arabi"":6,""Mahbub ul Haq"":1}",damage
per_question,5a75e05c55429976ec32bc5f,bridge,hard,Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,"Brown County, Kansas | Brown State Fishing Lake",2,0,1,"{""Brown County, Kansas"":8,""Brown State Fishing Lake"":1}","{""Brown County, Kansas"":2,""Brown State Fishing Lake"":1}",rescue
per_question,5a75e05c55429976ec32bc5f,bridge,hard,Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,"Brown County, Kansas | Brown State Fishing Lake",5,0,1,"{""Brown County, Kansas"":8,""Brown State Fishing Lake"":1}","{""Brown County, Kansas"":2,""Brown State Fishing Lake"":1}",rescue
per_question,5a75f0ea5542994ccc91866c,bridge,hard,What major truck road is located in Backford Cross?,A41 road | Backford Cross,2,0,0,"{""A41 road"":5,""Backford Cross"":1}","{""A41 road"":6,""Backford Cross"":1}",stable_miss
per_question,5a75f0ea5542994ccc91866c,bridge,hard,What major truck road is located in Backford Cross?,A41 road | Backford Cross,5,1,0,"{""A41 road"":5,""Backford Cross"":1}","{""A41 road"":6,""Backford Cross"":1}",damage
per_question,5a75f79555429976ec32bcca,bridge,hard,"Considered the strongest recorded tropical cyclone, which cyclone had a film made about it in 2007?",1999 Odisha cyclone | Kathantara,2,0,0,"{""1999 Odisha cyclone"":4,""Kathantara"":10}","{""1999 Odisha cyclone"":3,""Kathantara"":9}",stable_miss
per_question,5a75f79555429976ec32bcca,bridge,hard,"Considered the strongest recorded tropical cyclone, which cyclone had a film made about it in 2007?",1999 Odisha cyclone | Kathantara,5,0,0,"{""1999 Odisha cyclone"":4,""Kathantara"":10}","{""1999 Odisha cyclone"":3,""Kathantara"":9}",stable_miss
per_question,5a760ab65542994ccc918697,bridge,hard,Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President?,Alfred Balk | Nelson Rockefeller,2,0,0,"{""Alfred Balk"":1,""Nelson Rockefeller"":6}","{""Alfred Balk"":1,""Nelson Rockefeller"":4}",stable_miss
per_question,5a760ab65542994ccc918697,bridge,hard,Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President?,Alfred Balk | Nelson Rockefeller,5,0,1,"{""Alfred Balk"":1,""Nelson Rockefeller"":6}","{""Alfred Balk"":1,""Nelson Rockefeller"":4}",rescue
per_question,5a760faa5542994ccc9186a8,bridge,hard," What is the latest album of Tim Hecker, the Canadian electronic music maker?","Ravedeath, 1972 | Tim Hecker",2,0,0,"{""Ravedeath, 1972"":2,""Tim Hecker"":3}","{""Ravedeath, 1972"":6,""Tim Hecker"":1}",stable_miss
per_question,5a760faa5542994ccc9186a8,bridge,hard," What is the latest album of Tim Hecker, the Canadian electronic music maker?","Ravedeath, 1972 | Tim Hecker",5,1,0,"{""Ravedeath, 1972"":2,""Tim Hecker"":3}","{""Ravedeath, 1972"":6,""Tim Hecker"":1}",damage
per_question,5a7625c7554299109176e668,bridge,hard,What podcast was the cheif executive officer of Nerdist Industries a guest on?,Chris Hardwick | Comedy Film Nerds,2,0,0,"{""Chris Hardwick"":8,""Comedy Film Nerds"":3}","{""Chris Hardwick"":3,""Comedy Film Nerds"":8}",stable_miss
per_question,5a7625c7554299109176e668,bridge,hard,What podcast was the cheif executive officer of Nerdist Industries a guest on?,Chris Hardwick | Comedy Film Nerds,5,0,0,"{""Chris Hardwick"":8,""Comedy Film Nerds"":3}","{""Chris Hardwick"":3,""Comedy Film Nerds"":8}",stable_miss
per_question,5a7625e8554299109176e66a,bridge,hard,In which year was the King who made the 1925 Birthday Honours born?,1925 Birthday Honours | George V,2,0,0,"{""1925 Birthday Honours"":1,""George V"":10}","{""1925 Birthday Honours"":1,""George V"":10}",stable_miss
per_question,5a7625e8554299109176e66a,bridge,hard,In which year was the King who made the 1925 Birthday Honours born?,1925 Birthday Honours | George V,5,0,0,"{""1925 Birthday Honours"":1,""George V"":10}","{""1925 Birthday Honours"":1,""George V"":10}",stable_miss
per_question,5a7633ad5542992db9473741,comparison,hard,"Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?",Battle of Manila (1945) | Seven Days Battles,2,1,1,"{""Battle of Manila (1945)"":1,""Seven Days Battles"":2}","{""Battle of Manila (1945)"":1,""Seven Days Battles"":2}",stable_hit
per_question,5a7633ad5542992db9473741,comparison,hard,"Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?",Battle of Manila (1945) | Seven Days Battles,5,1,1,"{""Battle of Manila (1945)"":1,""Seven Days Battles"":2}","{""Battle of Manila (1945)"":1,""Seven Days Battles"":2}",stable_hit
per_question,5a7634f155429976ec32bd6b,bridge,hard,"What shallow water table aquifer is located near the county seat of Keith County, Nebraska?","Ogallala Aquifer | Ogallala, Nebraska",2,0,0,"{""Ogallala Aquifer"":1,""Ogallala, Nebraska"":6}","{""Ogallala Aquifer"":1,""Ogallala, Nebraska"":3}",stable_miss
per_question,5a7634f155429976ec32bd6b,bridge,hard,"What shallow water table aquifer is located near the county seat of Keith County, Nebraska?","Ogallala Aquifer | Ogallala, Nebraska",5,0,1,"{""Ogallala Aquifer"":1,""Ogallala, Nebraska"":6}","{""Ogallala Aquifer"":1,""Ogallala, Nebraska"":3}",rescue
per_question,5a76387d554299109176e6ba,comparison,hard,Who was born first Am Rong or Ava DuVernay ?,Am Rong | Ava DuVernay,2,0,1,"{""Am Rong"":2,""Ava DuVernay"":3}","{""Am Rong"":2,""Ava DuVernay"":1}",rescue
per_question,5a76387d554299109176e6ba,comparison,hard,Who was born first Am Rong or Ava DuVernay ?,Am Rong | Ava DuVernay,5,1,1,"{""Am Rong"":2,""Ava DuVernay"":3}","{""Am Rong"":2,""Ava DuVernay"":1}",stable_hit
per_question,5a764c0b55429976ec32bd89,bridge,hard,What criteria subjectively qualifies the Houston Astrodome to be called the Eighth Wonder of the World?,Astrodome | Eighth Wonder of the World,2,1,1,"{""Astrodome"":2,""Eighth Wonder of the World"":1}","{""Astrodome"":1,""Eighth Wonder of the World"":2}",stable_hit
per_question,5a764c0b55429976ec32bd89,bridge,hard,What criteria subjectively qualifies the Houston Astrodome to be called the Eighth Wonder of the World?,Astrodome | Eighth Wonder of the World,5,1,1,"{""Astrodome"":2,""Eighth Wonder of the World"":1}","{""Astrodome"":1,""Eighth Wonder of the World"":2}",stable_hit
per_question,5a76e88555429972597f13f4,bridge,hard,Which film starring Patrick Tatten is based on a book written by Steve Lopez?,Patrick Tatten | The Soloist,2,0,1,"{""Patrick Tatten"":3,""The Soloist"":8}","{""Patrick Tatten"":2,""The Soloist"":1}",rescue
per_question,5a76e88555429972597f13f4,bridge,hard,Which film starring Patrick Tatten is based on a book written by Steve Lopez?,Patrick Tatten | The Soloist,5,0,1,"{""Patrick Tatten"":3,""The Soloist"":8}","{""Patrick Tatten"":2,""The Soloist"":1}",rescue
per_question,5a77152355429966f1a36c2e,bridge,hard,What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,What Are Little Boys Made Of? | What Are Little Girls Made Of?,2,0,0,"{""What Are Little Boys Made Of?"":1,""What Are Little Girls Made Of?"":10}","{""What Are Little Boys Made Of?"":1,""What Are Little Girls Made Of?"":10}",stable_miss
per_question,5a77152355429966f1a36c2e,bridge,hard,What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,What Are Little Boys Made Of? | What Are Little Girls Made Of?,5,0,0,"{""What Are Little Boys Made Of?"":1,""What Are Little Girls Made Of?"":10}","{""What Are Little Boys Made Of?"":1,""What Are Little Girls Made Of?"":10}",stable_miss
per_question,5a77309d55429972597f1487,comparison,hard,"Who was born first, José Echegaray y Eizaguirre or P. J. O'Rourke?",José Echegaray | P. J. O'Rourke,2,0,0,"{""José Echegaray"":1,""P. J. O'Rourke"":4}","{""José Echegaray"":1,""P. J. O'Rourke"":3}",stable_miss
per_question,5a77309d55429972597f1487,comparison,hard,"Who was born first, José Echegaray y Eizaguirre or P. J. O'Rourke?",José Echegaray | P. J. O'Rourke,5,1,1,"{""José Echegaray"":1,""P. J. O'Rourke"":4}","{""José Echegaray"":1,""P. J. O'Rourke"":3}",stable_hit
per_question,5a774e9c55429972597f14f3,bridge,hard,David Huntsinger has worked with this gospel singer born in the month of July?,David Huntsinger | Larnelle Harris,2,0,1,"{""David Huntsinger"":1,""Larnelle Harris"":3}","{""David Huntsinger"":1,""Larnelle Harris"":2}",rescue
per_question,5a774e9c55429972597f14f3,bridge,hard,David Huntsinger has worked with this gospel singer born in the month of July?,David Huntsinger | Larnelle Harris,5,1,1,"{""David Huntsinger"":1,""Larnelle Harris"":3}","{""David Huntsinger"":1,""Larnelle Harris"":2}",stable_hit
per_question,5a7757215542993569682d58,bridge,hard,"What 2016 film stars actor Xavier Samuel and an actress who portrayed Vasilisa Dragomir in the film ""Vampire Academy""?",Lucy Fry | Mr. Church,2,0,1,"{""Lucy Fry"":2,""Mr. Church"":9}","{""Lucy Fry"":1,""Mr. Church"":2}",rescue
per_question,5a7757215542993569682d58,bridge,hard,"What 2016 film stars actor Xavier Samuel and an actress who portrayed Vasilisa Dragomir in the film ""Vampire Academy""?",Lucy Fry | Mr. Church,5,0,1,"{""Lucy Fry"":2,""Mr. Church"":9}","{""Lucy Fry"":1,""Mr. Church"":2}",rescue
per_question,5a7759fc5542993569682d60,comparison,hard,Where are Teide National Park and Garajonay National Park located?,Garajonay National Park | Teide National Park,2,1,1,"{""Garajonay National Park"":1,""Teide National Park"":2}","{""Garajonay National Park"":1,""Teide National Park"":2}",stable_hit
per_question,5a7759fc5542993569682d60,comparison,hard,Where are Teide National Park and Garajonay National Park located?,Garajonay National Park | Teide National Park,5,1,1,"{""Garajonay National Park"":1,""Teide National Park"":2}","{""Garajonay National Park"":1,""Teide National Park"":2}",stable_hit
per_question,5a77724455429972597f153e,bridge,hard,What race track in the midwest hosts a 500 mile race eavery May?,1957 Indianapolis 500 | Indianapolis Motor Speedway,2,1,0,"{""1957 Indianapolis 500"":1,""Indianapolis Motor Speedway"":2}","{""1957 Indianapolis 500"":1,""Indianapolis Motor Speedway"":6}",damage
per_question,5a77724455429972597f153e,bridge,hard,What race track in the midwest hosts a 500 mile race eavery May?,1957 Indianapolis 500 | Indianapolis Motor Speedway,5,1,0,"{""1957 Indianapolis 500"":1,""Indianapolis Motor Speedway"":2}","{""1957 Indianapolis 500"":1,""Indianapolis Motor Speedway"":6}",damage
per_question,5a77a65b5542992a6e59df57,bridge,hard,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?",Current Mood | Small Town Boy (song),2,0,1,"{""Current Mood"":2,""Small Town Boy (song)"":3}","{""Current Mood"":2,""Small Town Boy (song)"":1}",rescue
per_question,5a77a65b5542992a6e59df57,bridge,hard,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?",Current Mood | Small Town Boy (song),5,1,1,"{""Current Mood"":2,""Small Town Boy (song)"":3}","{""Current Mood"":2,""Small Town Boy (song)"":1}",stable_hit
per_question,5a77beae5542992a6e59dfae,bridge,hard,Which jazz singer has a 2003 album entitled The Boy Next Door? ,Stacey Kent | The Boy Next Door (album),2,0,0,"{""Stacey Kent"":9,""The Boy Next Door (album)"":1}","{""Stacey Kent"":9,""The Boy Next Door (album)"":1}",stable_miss
per_question,5a77beae5542992a6e59dfae,bridge,hard,Which jazz singer has a 2003 album entitled The Boy Next Door? ,Stacey Kent | The Boy Next Door (album),5,0,0,"{""Stacey Kent"":9,""The Boy Next Door (album)"":1}","{""Stacey Kent"":9,""The Boy Next Door (album)"":1}",stable_miss
per_question,5a77c1505542997042120b1b,bridge,hard,"Which song was behind the third single on the album  ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts?",Chattahoochee (song) | We'll Burn That Bridge,2,0,0,"{""Chattahoochee (song)"":5,""We'll Burn That Bridge"":10}","{""Chattahoochee (song)"":2,""We'll Burn That Bridge"":8}",stable_miss
